"OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90","ANNUAL","HOURLY"
"19-4030","Chemical Technicians","broad","61,300",2.0,22.18,"46,130",1.0,12.60,15.84,20.64,27.27,34.00,"26,220","32,940","42,920","56,720","70,710",,
"19-4031","Chemical Technicians","detailed","61,300",2.0,22.18,"46,130",1.0,12.60,15.84,20.64,27.27,34.00,"26,220","32,940","42,920","56,720","70,710",,
"13-2040","Credit Analysts","broad","61,240",2.2,33.42,"69,500",0.8,17.79,22.20,29.36,40.37,55.71,"37,000","46,170","61,080","83,960","115,880",,
"13-2041","Credit Analysts","detailed","61,240",2.2,33.42,"69,500",0.8,17.79,22.20,29.36,40.37,55.71,"37,000","46,170","61,080","83,960","115,880",,
"13-2082","Tax Preparers","detailed","61,140",2.7,20.05,"41,700",1.3,9.08,11.36,16.22,25.63,36.78,"18,890","23,630","33,730","53,310","76,500",,
"51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","detailed","61,110",2.7,13.51,"28,100",0.5,8.87,10.50,13.00,15.96,18.77,"18,450","21,840","27,030","33,200","39,040",,
"49-3050","Small Engine Mechanics","broad","60,690",2.0,16.44,"34,190",0.6,9.85,12.33,15.69,19.61,24.54,"20,490","25,650","32,640","40,790","51,040",,
"33-1020","First-Line Supervisors of Fire Fighting and Prevention Workers","broad","60,600",0.9,34.23,"71,190",0.8,19.58,25.64,32.79,42.33,52.38,"40,720","53,340","68,210","88,040","108,940",,
"33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","detailed","60,600",0.9,34.23,"71,190",0.8,19.58,25.64,32.79,42.33,52.38,"40,720","53,340","68,210","88,040","108,940",,
"51-8010","Power Plant Operators, Distributors, and Dispatchers","broad","60,070",2.6,32.71,"68,050",0.6,21.21,26.81,32.80,38.56,44.50,"44,110","55,770","68,230","80,200","92,570",,
"53-3090","Miscellaneous Motor Vehicle Operators","broad","60,050",6.9,15.15,"31,510",1.2,8.25,9.19,12.95,20.37,25.34,"17,150","19,110","26,930","42,360","52,710",,
"53-3099","Motor Vehicle Operators, All Other","detailed","60,050",6.9,15.15,"31,510",1.2,8.25,9.19,12.95,20.37,25.34,"17,150","19,110","26,930","42,360","52,710",,
"39-4000","Funeral Service Workers","minor","60,000",1.7,17.70,"36,820",1.3,8.68,10.43,14.24,21.90,30.79,"18,060","21,690","29,620","45,550","64,040",,
"49-9060","Precision Instrument and Equipment Repairers","broad","59,930",2.1,22.09,"45,960",0.7,12.21,15.68,21.05,27.68,34.11,"25,400","32,610","43,790","57,570","70,940",,
"29-9011","Occupational Health and Safety Specialists","detailed","59,610",1.4,32.67,"67,960",0.5,19.27,24.67,32.11,39.85,46.82,"40,080","51,320","66,790","82,880","97,380",,
"47-3013","Helpers--Electricians","detailed","59,610",2.4,13.86,"28,840",0.7,9.14,10.85,13.30,16.26,19.03,"19,020","22,560","27,670","33,810","39,590",,
"13-2020","Appraisers and Assessors of Real Estate","broad","59,530",2.3,26.53,"55,180",1.2,12.43,17.03,23.82,33.56,44.09,"25,850","35,430","49,540","69,800","91,700",,
"13-2021","Appraisers and Assessors of Real Estate","detailed","59,530",2.3,26.53,"55,180",1.2,12.43,17.03,23.82,33.56,44.09,"25,850","35,430","49,540","69,800","91,700",,
"47-5070","Roustabouts, Oil and Gas","broad","59,320",3.5,17.21,"35,800",1.0,10.93,13.12,16.41,20.60,25.35,"22,720","27,290","34,130","42,850","52,720",,
"47-5071","Roustabouts, Oil and Gas","detailed","59,320",3.5,17.21,"35,800",1.0,10.93,13.12,16.41,20.60,25.35,"22,720","27,290","34,130","42,850","52,720",,
"21-1029","Social Workers, All Other","detailed","58,430",1.4,26.38,"54,870",0.7,14.83,18.95,26.23,33.27,38.62,"30,840","39,410","54,560","69,190","80,320",,
"13-2030","Budget Analysts","broad","58,280",1.2,34.66,"72,100",0.3,21.98,26.83,33.31,41.90,49.80,"45,720","55,800","69,280","87,160","103,590",,
"13-2031","Budget Analysts","detailed","58,280",1.2,34.66,"72,100",0.3,21.98,26.83,33.31,41.90,49.80,"45,720","55,800","69,280","87,160","103,590",,
"29-1030","Dietitians and Nutritionists","broad","58,240",1.9,27.00,"56,170",0.7,16.59,21.25,26.56,32.47,37.30,"34,500","44,190","55,240","67,540","77,590",,
"29-1031","Dietitians and Nutritionists","detailed","58,240",1.9,27.00,"56,170",0.7,16.59,21.25,26.56,32.47,37.30,"34,500","44,190","55,240","67,540","77,590",,
"29-2032","Diagnostic Medical Sonographers","detailed","57,700",1.5,31.90,"66,360",0.4,21.63,26.09,31.66,36.97,43.78,"44,990","54,260","65,860","76,890","91,070",,
"47-5013","Service Unit Operators, Oil, Gas, and Mining","detailed","57,180",3.8,22.86,"47,540",1.4,13.55,16.23,20.18,26.53,35.04,"28,190","33,770","41,970","55,170","72,890",,
"47-2021","Brickmasons and Blockmasons","detailed","57,090",2.4,24.22,"50,370",1.0,13.93,17.33,22.33,29.76,37.47,"28,980","36,050","46,440","61,910","77,950",,
"47-2220","Structural Iron and Steel Workers","broad","57,070",2.7,24.40,"50,740",1.1,12.97,16.38,22.18,31.50,40.37,"26,970","34,060","46,140","65,510","83,970",,
"47-2221","Structural Iron and Steel Workers","detailed","57,070",2.7,24.40,"50,740",1.1,12.97,16.38,22.18,31.50,40.37,"26,970","34,060","46,140","65,510","83,970",,
"19-4099","Life, Physical, and Social Science Technicians, All Other","detailed","56,920",2.1,22.18,"46,130",0.8,11.98,15.50,20.74,27.35,34.88,"24,930","32,250","43,130","56,900","72,550",,
"11-1030","Legislators","broad","56,760",1.2,"*","38,590",1.0,"*","*","*","*","*","16,470","17,790","19,780","56,060","84,950","TRUE",
"11-1031","Legislators","detailed","56,760",1.2,"*","38,590",1.0,"*","*","*","*","*","16,470","17,790","19,780","56,060","84,950","TRUE",
"51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders","detailed","56,560",2.1,15.55,"32,340",0.7,9.77,11.96,15.11,18.56,22.25,"20,320","24,870","31,430","38,600","46,280",,
"25-1072","Nursing Instructors and Teachers, Postsecondary","detailed","56,220",1.7,"*","68,640",0.8,"*","*","*","*","*","39,960","51,370","64,850","82,250","103,540","TRUE",
"27-4020","Photographers","broad","56,140",1.9,17.47,"36,330",1.5,8.42,9.59,13.70,21.12,32.21,"17,520","19,950","28,490","43,930","66,990",,
"27-4021","Photographers","detailed","56,140",1.9,17.47,"36,330",1.5,8.42,9.59,13.70,21.12,32.21,"17,520","19,950","28,490","43,930","66,990",,
"49-9010","Control and Valve Installers and Repairers","broad","56,060",2.6,23.17,"48,180",0.7,12.76,16.20,21.90,29.50,35.78,"26,540","33,700","45,550","61,360","74,430",,
"51-9011","Chemical Equipment Operators and Tenders","detailed","56,030",2.4,23.06,"47,950",0.9,13.51,17.14,22.64,28.73,33.94,"28,100","35,650","47,100","59,750","70,590",,
"29-1130","Veterinarians","broad","56,020",1.5,44.83,"93,250",1.0,24.77,32.23,40.61,52.23,69.28,"51,530","67,040","84,460","108,640","144,100",,
"29-1131","Veterinarians","detailed","56,020",1.5,44.83,"93,250",1.0,24.77,32.23,40.61,52.23,69.28,"51,530","67,040","84,460","108,640","144,100",,
"43-4140","New Accounts Clerks","broad","55,320",2.3,15.84,"32,950",0.5,11.41,12.97,15.25,18.11,21.65,"23,740","26,980","31,720","37,670","45,020",,
"43-4141","New Accounts Clerks","detailed","55,320",2.3,15.84,"32,950",0.5,11.41,12.97,15.25,18.11,21.65,"23,740","26,980","31,720","37,670","45,020",,
"21-1091","Health Educators","detailed","55,270",1.7,25.53,"53,100",1.6,13.33,17.19,23.46,32.08,41.74,"27,730","35,760","48,790","66,730","86,810",,
"47-2071","Paving, Surfacing, and Tamping Equipment Operators","detailed","54,460",2.3,19.31,"40,170",0.9,11.51,13.67,17.23,22.85,31.52,"23,940","28,440","35,840","47,520","65,560",,
"27-4011","Audio and Video Equipment Technicians","detailed","54,310",2.9,22.13,"46,040",1.0,10.99,14.97,20.12,27.91,35.80,"22,860","31,140","41,850","58,050","74,470",,
"49-2098","Security and Fire Alarm Systems Installers","detailed","53,960",2.6,20.77,"43,210",0.7,12.68,15.90,19.73,24.86,30.64,"26,370","33,070","41,030","51,720","63,720",,
"31-1015","Orderlies","detailed","53,920",2.5,12.35,"25,700",0.6,8.52,9.85,11.53,14.38,17.49,"17,730","20,480","23,990","29,920","36,390",,
"25-1022","Mathematical Science Teachers, Postsecondary","detailed","53,530",1.3,"*","73,190",1.0,"*","*","*","*","*","33,830","46,770","64,990","90,090","124,920","TRUE",
"11-2030","Public Relations and Fundraising Managers","broad","53,520",1.2,52.05,"108,260",0.7,24.82,33.42,45.89,64.76,86.77,"51,630","69,520","95,450","134,690","180,480",,
"11-2031","Public Relations and Fundraising Managers","detailed","53,520",1.2,52.05,"108,260",0.7,24.82,33.42,45.89,64.76,86.77,"51,630","69,520","95,450","134,690","180,480",,
"51-5113","Print Binding and Finishing Workers","detailed","52,960",2.5,15.17,"31,560",0.8,9.30,11.23,14.30,18.18,22.37,"19,340","23,350","29,750","37,820","46,530",,
"51-6020","Pressers, Textile, Garment, and Related Materials","broad","52,850",2.6,9.97,"20,730",0.6,7.93,8.56,9.46,11.14,13.27,"16,500","17,800","19,670","23,180","27,590",,
"51-6021","Pressers, Textile, Garment, and Related Materials","detailed","52,850",2.6,9.97,"20,730",0.6,7.93,8.56,9.46,11.14,13.27,"16,500","17,800","19,670","23,180","27,590",,
"17-1020","Surveyors, Cartographers, and Photogrammetrists","broad","51,680",1.5,28.71,"59,720",0.5,15.74,20.37,27.18,35.65,44.11,"32,730","42,380","56,530","74,140","91,760",,
"43-4040","Credit Authorizers, Checkers, and Clerks","broad","51,650",3.5,17.15,"35,680",0.8,11.41,13.21,16.16,20.24,24.89,"23,740","27,470","33,600","42,090","51,760",,
"43-4041","Credit Authorizers, Checkers, and Clerks","detailed","51,650",3.5,17.15,"35,680",0.8,11.41,13.21,16.16,20.24,24.89,"23,740","27,470","33,600","42,090","51,760",,
"17-2080","Environmental Engineers","broad","50,850",1.9,40.93,"85,140",0.7,23.80,30.06,38.89,49.49,58.79,"49,510","62,520","80,890","102,930","122,290",,
"17-2081","Environmental Engineers","detailed","50,850",1.9,40.93,"85,140",0.7,23.80,30.06,38.89,49.49,58.79,"49,510","62,520","80,890","102,930","122,290",,
"47-2130","Insulation Workers","broad","50,760",3.3,19.71,"41,000",1.2,11.02,13.63,17.28,22.72,34.00,"22,930","28,350","35,940","47,270","70,720",,
"27-3020","News Analysts, Reporters and Correspondents","broad","50,740",2.2,23.32,"48,510",1.3,10.17,13.01,17.83,27.25,42.16,"21,150","27,060","37,090","56,680","87,700",,
"29-2031","Cardiovascular Technologists and Technicians","detailed","50,530",1.3,25.51,"53,050",0.4,13.38,17.76,25.04,32.46,38.84,"27,830","36,940","52,070","67,520","80,790",,
"27-3091","Interpreters and Translators","detailed","50,320",3.0,25.68,"53,410",3.0,11.33,15.69,21.84,30.94,44.13,"23,570","32,630","45,430","64,360","91,800",,
"31-9093","Medical Equipment Preparers","detailed","50,230",1.6,15.51,"32,260",0.4,10.19,12.31,14.82,17.88,21.94,"21,200","25,610","30,820","37,190","45,630",,
"25-1050","Physical Sciences Teachers, Postsecondary","broad","50,190",1.8,"*","86,130",0.9,"*","*","*","*","*","41,740","55,360","75,460","106,760","146,290","TRUE",
"25-1042","Biological Science Teachers, Postsecondary","detailed","50,040",1.6,"*","87,060",1.7,"*","*","*","*","*","39,930","53,060","74,180","106,300","151,940","TRUE",
"51-2023","Electromechanical Equipment Assemblers","detailed","49,990",3.9,15.84,"32,950",0.7,10.26,12.34,15.12,18.43,22.47,"21,350","25,670","31,460","38,320","46,740",,
"53-7030","Dredge, Excavating, and Loading Machine Operators","broad","49,660",2.3,20.32,"42,260",0.8,12.42,15.04,18.73,24.14,30.41,"25,830","31,280","38,960","50,210","63,250",,
"51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","detailed","49,430",2.4,17.33,"36,060",0.8,11.00,13.46,16.69,20.51,25.00,"22,880","28,000","34,720","42,650","52,000",,
"23-2093","Title Examiners, Abstractors, and Searchers","detailed","49,390",4.0,22.26,"46,310",1.3,12.51,15.66,20.18,26.69,35.85,"26,010","32,580","41,970","55,520","74,560",,
"31-2022","Physical Therapist Aides","detailed","48,700",2.0,12.22,"25,410",0.6,8.43,9.68,11.48,13.94,17.03,"17,540","20,130","23,880","29,000","35,420",,
"11-9120","Natural Sciences Managers","broad","48,560",1.8,62.69,"130,400",1.3,31.27,42.67,55.64,75.34,"#","65,040","88,750","115,730","156,720","#",,
"11-9121","Natural Sciences Managers","detailed","48,560",1.8,62.69,"130,400",1.3,31.27,42.67,55.64,75.34,"#","65,040","88,750","115,730","156,720","#",,
"13-1130","Fundraisers","broad","48,530",1.7,26.55,"55,220",0.8,14.45,18.55,24.37,33.06,42.31,"30,050","38,590","50,680","68,760","88,010",,
"13-1131","Fundraisers","detailed","48,530",1.7,26.55,"55,220",0.8,14.45,18.55,24.37,33.06,42.31,"30,050","38,590","50,680","68,760","88,010",,
"11-9031","Education Administrators, Preschool and Childcare Center/Program","detailed","48,410",1.7,24.55,"51,060",1.2,13.43,16.37,21.13,29.22,40.55,"27,930","34,050","43,950","60,780","84,340",,
"29-9099","Healthcare Practitioners and Technical Workers, All Other","detailed","48,130",4.5,25.78,"53,610",1.3,12.20,15.37,22.20,33.51,45.40,"25,370","31,980","46,180","69,690","94,430",,
"23-1020","Judges, Magistrates, and Other Judicial Workers","broad","47,900",1.1,45.83,"95,340",1.0,16.69,25.45,45.84,63.57,78.46,"34,710","52,940","95,360","132,230","163,200",,
"19-3090","Miscellaneous Social Scientists and Related Workers","broad","47,330",1.4,37.71,"78,440",1.7,19.56,26.88,35.93,45.97,57.33,"40,680","55,900","74,740","95,620","119,240",,
"33-9093","Transportation Security Screeners","detailed","47,200",0.9,17.85,"37,130",0.5,14.30,15.85,17.71,19.22,21.47,"29,740","32,970","36,850","39,990","44,650",,
"27-1023","Floral Designers","detailed","47,110",1.7,12.28,"25,550",0.8,8.40,9.49,11.45,14.31,17.59,"17,480","19,730","23,810","29,750","36,580",,
"17-3030","Surveying and Mapping Technicians","broad","47,000",1.9,20.52,"42,680",0.5,11.62,14.83,19.07,25.34,31.67,"24,180","30,860","39,670","52,710","65,870",,
"17-3031","Surveying and Mapping Technicians","detailed","47,000",1.9,20.52,"42,680",0.5,11.62,14.83,19.07,25.34,31.67,"24,180","30,860","39,670","52,710","65,870",,
"23-2099","Legal Support Workers, All Other","detailed","47,000",2.1,29.03,"60,390",4.9,14.69,19.25,25.32,35.01,50.42,"30,560","40,050","52,660","72,820","104,870",,
"17-3027","Mechanical Engineering Technicians","detailed","46,630",1.9,25.88,"53,830",0.6,16.04,19.83,24.99,31.16,36.86,"33,370","41,250","51,980","64,810","76,660",,
"47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed","46,510",3.0,13.65,"28,380",1.9,8.66,10.20,12.82,16.02,19.02,"18,010","21,210","26,670","33,320","39,560",,
"51-9122","Painters, Transportation Equipment","detailed","46,290",1.9,20.96,"43,600",0.8,12.20,15.24,19.04,25.66,32.61,"25,380","31,700","39,600","53,370","67,830",,
"27-3042","Technical Writers","detailed","46,160",1.7,32.65,"67,910",0.6,18.61,24.00,31.49,40.00,48.87,"38,700","49,910","65,500","83,190","101,660",,
"51-9150","Photographic Process Workers and Processing Machine Operators","broad","45,760",2.6,12.57,"26,140",0.9,8.26,9.28,11.11,14.15,19.19,"17,180","19,300","23,120","29,430","39,910",,
"51-9151","Photographic Process Workers and Processing Machine Operators","detailed","45,760",2.6,12.57,"26,140",0.9,8.26,9.28,11.11,14.15,19.19,"17,180","19,300","23,120","29,430","39,910",,
"27-3022","Reporters and Correspondents","detailed","45,570",2.3,21.69,"45,120",1.4,9.98,12.74,17.25,25.61,37.75,"20,770","26,500","35,870","53,260","78,530",,
"29-1063","Internists, General","detailed","45,210",3.3,92.08,"191,520",1.4,32.11,66.02,"#","#","#","66,790","137,310","#","#","#",,
"53-7032","Excavating and Loading Machine and Dragline Operators","detailed","45,020",2.4,20.12,"41,850",0.8,12.37,14.90,18.41,23.63,30.33,"25,740","31,000","38,290","49,150","63,090",,
"33-1011","First-Line Supervisors of Correctional Officers","detailed","44,830",0.6,29.31,"60,970",0.7,18.21,21.13,27.81,36.14,43.56,"37,880","43,950","57,840","75,170","90,600",,
"21-2010","Clergy","broad","44,000",1.7,23.02,"47,880",1.1,10.76,14.87,21.18,28.24,37.16,"22,370","30,920","44,060","58,740","77,290",,
"21-2011","Clergy","detailed","44,000",1.7,23.02,"47,880",1.1,10.76,14.87,21.18,28.24,37.16,"22,370","30,920","44,060","58,740","77,290",,
"53-4010","Locomotive Engineers and Operators","broad","43,810",5.6,25.61,"53,260",1.7,16.72,20.37,24.45,28.87,37.09,"34,780","42,370","50,860","60,050","77,160",,
"47-2151","Pipelayers","detailed","43,590",2.6,19.22,"39,970",0.9,11.22,13.46,17.40,23.36,30.95,"23,340","27,990","36,180","48,590","64,380",,
"53-7020","Crane and Tower Operators","broad","43,040",2.8,24.33,"50,610",1.1,14.04,17.61,22.73,29.37,37.92,"29,200","36,620","47,290","61,080","78,870",,
"53-7021","Crane and Tower Operators","detailed","43,040",2.8,24.33,"50,610",1.1,14.04,17.61,22.73,29.37,37.92,"29,200","36,620","47,290","61,080","78,870",,
"53-4030","Railroad Conductors and Yardmasters","broad","42,740",5.8,27.30,"56,770",1.8,19.22,22.01,26.30,32.02,38.65,"39,970","45,780","54,700","66,600","80,390",,
"53-4031","Railroad Conductors and Yardmasters","detailed","42,740",5.8,27.30,"56,770",1.8,19.22,22.01,26.30,32.02,38.65,"39,970","45,780","54,700","66,600","80,390",,
"31-9095","Pharmacy Aides","detailed","42,600",3.2,11.28,"23,460",0.8,8.12,8.94,10.51,12.93,15.95,"16,890","18,590","21,860","26,880","33,180",,
"29-1067","Surgeons","detailed","42,410",2.9,110.84,"230,540",1.3,59.09,"#","#","#","#","122,910","#","#","#","#",,
"47-2120","Glaziers","broad","42,350",3.3,20.24,"42,090",1.3,11.62,14.73,18.08,23.21,33.23,"24,170","30,640","37,610","48,270","69,120",,
"47-2121","Glaziers","detailed","42,350",3.3,20.24,"42,090",1.3,11.62,14.73,18.08,23.21,33.23,"24,170","30,640","37,610","48,270","69,120",,
"27-2042","Musicians and Singers","detailed","42,100",3.9,31.94,"*",3.4,8.81,13.07,23.50,40.15,65.24,"*","*","*","*","*",,"TRUE"
"27-3043","Writers and Authors","detailed","41,990",2.1,32.90,"68,420",1.7,13.35,18.77,26.89,39.04,56.66,"27,770","39,050","55,940","81,200","117,860",,
"45-4000","Forest, Conservation, and Logging Workers","minor","41,960",2.0,16.30,"33,910",1.0,9.43,12.00,15.57,19.52,23.39,"19,620","24,950","32,380","40,610","48,650",,
"51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed","41,430",2.7,19.39,"40,340",1.1,10.95,14.06,18.55,23.68,28.89,"22,770","29,240","38,570","49,260","60,080",,
"51-5111","Prepress Technicians and Workers","detailed","41,420",2.0,18.76,"39,020",0.9,10.64,13.97,17.91,22.56,28.11,"22,140","29,050","37,260","46,920","58,470",,
"51-8013","Power Plant Operators","detailed","41,350",2.9,31.29,"65,080",0.7,19.93,25.65,31.79,36.64,43.09,"41,460","53,350","66,130","76,210","89,630",,
"25-1030","Engineering and Architecture Teachers, Postsecondary","broad","41,260",3.3,"*","96,330",1.1,"*","*","*","*","*","48,310","65,750","88,800","118,580","153,610","TRUE",
"51-2010","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","broad","41,180",5.2,23.33,"48,520",2.0,14.15,17.29,22.09,30.68,34.57,"29,420","35,960","45,950","63,810","71,900",,
"51-2011","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","detailed","41,180",5.2,23.33,"48,520",2.0,14.15,17.29,22.09,30.68,34.57,"29,420","35,960","45,950","63,810","71,900",,
"51-8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers","detailed","41,020",3.7,29.20,"60,730",1.0,18.66,23.83,29.73,34.67,39.93,"38,820","49,560","61,850","72,110","83,040",,
"27-1025","Interior Designers","detailed","40,750",2.7,25.47,"52,970",1.1,12.34,16.78,22.89,31.89,41.78,"25,670","34,910","47,600","66,330","86,900",,
"51-2030","Engine and Other Machine Assemblers","broad","40,750",4.5,18.14,"37,730",1.6,11.91,14.06,17.36,21.70,26.28,"24,780","29,250","36,110","45,140","54,650",,
"51-2031","Engine and Other Machine Assemblers","detailed","40,750",4.5,18.14,"37,730",1.6,11.91,14.06,17.36,21.70,26.28,"24,780","29,250","36,110","45,140","54,650",,
"39-6011","Baggage Porters and Bellhops","detailed","40,480",3.2,11.10,"23,090",1.2,7.97,8.61,9.64,12.83,15.49,"16,580","17,900","20,050","26,690","32,220",,
"49-9012","Control and Valve Installers and Repairers, Except Mechanical Door","detailed","40,310",2.6,24.97,"51,930",0.7,13.72,17.96,24.50,31.78,36.88,"28,540","37,350","50,960","66,100","76,700",,
"17-1022","Surveyors","detailed","40,190",1.8,28.45,"59,180",0.6,15.48,20.09,27.04,35.48,43.71,"32,190","41,780","56,230","73,800","90,920",,
"37-3013","Tree Trimmers and Pruners","detailed","39,750",5.2,16.27,"33,850",1.2,9.79,12.23,15.54,19.49,24.28,"20,370","25,440","32,310","40,540","50,500",,
"53-7010","Conveyor Operators and Tenders","broad","39,540",2.3,15.08,"31,360",0.8,9.90,11.96,14.24,17.44,21.84,"20,600","24,870","29,610","36,290","45,440",,
"53-7011","Conveyor Operators and Tenders","detailed","39,540",2.3,15.08,"31,360",0.8,9.90,11.96,14.24,17.44,21.84,"20,600","24,870","29,610","36,290","45,440",,
"43-5040","Meter Readers, Utilities","broad","39,530",2.0,18.52,"38,510",0.7,10.42,13.06,17.28,23.09,28.91,"21,660","27,160","35,940","48,020","60,120",,
"43-5041","Meter Readers, Utilities","detailed","39,530",2.0,18.52,"38,510",0.7,10.42,13.06,17.28,23.09,28.91,"21,660","27,160","35,940","48,020","60,120",,
"27-3010","Announcers","broad","39,460",2.1,19.95,"41,490",1.7,8.31,9.39,13.34,21.68,36.39,"17,290","19,540","27,750","45,100","75,690",,
"43-3090","Miscellaneous Financial Clerks","broad","39,290",3.3,19.03,"39,580",1.0,11.98,14.65,17.72,21.97,27.55,"24,930","30,480","36,850","45,700","57,300",,
"43-3099","Financial Clerks, All Other","detailed","39,290",3.3,19.03,"39,580",1.0,11.98,14.65,17.72,21.97,27.55,"24,930","30,480","36,850","45,700","57,300",,
"25-2059","Special Education Teachers, All Other","detailed","39,260",3.5,"*","56,160",1.9,"*","*","*","*","*","31,210","40,210","51,980","70,600","89,220","TRUE",
"25-1110","Law, Criminal Justice, and Social Work Teachers, Postsecondary","broad","39,090",2.2,"*","85,300",2.0,"*","*","*","*","*","32,890","48,740","68,550","106,010","162,840","TRUE",
"45-2040","Graders and Sorters, Agricultural Products","broad","39,060",3.6,10.04,"20,870",0.8,8.15,8.62,9.21,10.90,13.37,"16,950","17,930","19,150","22,670","27,810",,
"45-2041","Graders and Sorters, Agricultural Products","detailed","39,060",3.6,10.04,"20,870",0.8,8.15,8.62,9.21,10.90,13.37,"16,950","17,930","19,150","22,670","27,810",,
"51-7041","Sawing Machine Setters, Operators, and Tenders, Wood","detailed","38,720",2.3,13.23,"27,520",0.7,8.57,10.06,12.59,15.84,18.80,"17,820","20,920","26,190","32,940","39,110",,
"51-8091","Chemical Plant and System Operators","detailed","38,170",3.7,26.03,"54,150",1.1,15.86,20.26,26.15,32.27,36.24,"33,000","42,150","54,390","67,110","75,380",,
"25-1066","Psychology Teachers, Postsecondary","detailed","38,060",5.4,"*","74,240",0.8,"*","*","*","*","*","35,780","50,340","68,020","90,190","119,210","TRUE",
"49-9044","Millwrights","detailed","38,050",2.8,24.39,"50,730",1.0,14.50,18.46,23.80,30.63,35.27,"30,170","38,400","49,510","63,710","73,360",,
"21-1094","Community Health Workers","detailed","38,020",2.2,18.02,"37,490",1.0,9.78,12.86,16.64,21.67,28.20,"20,340","26,750","34,620","45,080","58,650",,
"51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed","37,920",2.5,18.08,"37,600",0.8,11.29,14.24,17.57,21.59,26.07,"23,480","29,610","36,540","44,920","54,230",,
"27-4030","Television, Video, and Motion Picture Camera Operators and Editors","broad","37,910",4.4,27.66,"57,540",1.9,10.81,15.06,22.25,34.53,52.22,"22,480","31,330","46,280","71,820","108,620",,
"19-3050","Urban and Regional Planners","broad","37,620",2.4,32.67,"67,950",0.6,19.95,24.87,31.36,39.25,46.94,"41,490","51,740","65,230","81,630","97,630",,
"19-3051","Urban and Regional Planners","detailed","37,620",2.4,32.67,"67,950",0.6,19.95,24.87,31.36,39.25,46.94,"41,490","51,740","65,230","81,630","97,630",,
"51-3099","Food Processing Workers, All Other","detailed","37,570",3.4,11.96,"24,880",0.7,8.35,9.45,11.12,13.79,17.34,"17,360","19,650","23,140","28,680","36,060",,
"31-2010","Occupational Therapy Assistants and Aides","broad","37,460",2.3,23.15,"48,160",1.0,11.40,16.62,23.53,29.20,34.46,"23,720","34,580","48,940","60,740","71,680",,
"47-4040","Hazardous Materials Removal Workers","broad","37,440",2.8,20.03,"41,660",0.9,12.02,14.30,18.07,24.95,32.08,"25,000","29,750","37,590","51,900","66,730",,
"47-4041","Hazardous Materials Removal Workers","detailed","37,440",2.8,20.03,"41,660",0.9,12.02,14.30,18.07,24.95,32.08,"25,000","29,750","37,590","51,900","66,730",,
"41-9021","Real Estate Brokers","detailed","37,270",3.5,38.57,"80,220",2.6,12.32,17.30,28.05,47.77,85.07,"25,620","35,970","58,350","99,350","176,950",,
"53-4011","Locomotive Engineers","detailed","37,060",6.2,26.36,"54,830",2.0,18.04,21.08,25.13,29.30,38.48,"37,520","43,850","52,280","60,950","80,030",,
"35-9090","Miscellaneous Food Preparation and Serving Related Workers","broad","36,850",3.8,11.25,"23,390",1.2,8.10,8.72,9.76,13.13,17.10,"16,850","18,130","20,300","27,320","35,570",,
"35-9099","Food Preparation and Serving Related Workers, All Other","detailed","36,850",3.8,11.25,"23,390",1.2,8.10,8.72,9.76,13.13,17.10,"16,850","18,130","20,300","27,320","35,570",,
"51-9081","Dental Laboratory Technicians","detailed","36,790",2.5,18.91,"39,320",0.8,10.26,13.29,17.35,22.80,29.46,"21,330","27,640","36,090","47,430","61,280",,
"17-2170","Petroleum Engineers","broad","36,410",4.6,70.90,"147,470",2.0,36.07,47.05,62.64,88.23,"#","75,030","97,860","130,280","183,520","#",,
"17-2171","Petroleum Engineers","detailed","36,410",4.6,70.90,"147,470",2.0,36.07,47.05,62.64,88.23,"#","75,030","97,860","130,280","183,520","#",,
"51-8020","Stationary Engineers and Boiler Operators","broad","36,350",3.0,26.37,"54,860",0.7,16.15,20.52,25.75,31.58,37.52,"33,600","42,680","53,560","65,680","78,050",,
"51-8021","Stationary Engineers and Boiler Operators","detailed","36,350",3.0,26.37,"54,860",0.7,16.15,20.52,25.75,31.58,37.52,"33,600","42,680","53,560","65,680","78,050",,
"53-6090","Miscellaneous Transportation Workers","broad","36,190",7.8,16.50,"34,330",1.8,9.34,11.21,14.84,20.76,25.53,"19,420","23,320","30,870","43,180","53,100",,
"53-6099","Transportation Workers, All Other","detailed","36,190",7.8,16.50,"34,330",1.8,9.34,11.21,14.84,20.76,25.53,"19,420","23,320","30,870","43,180","53,100",,
